"listing_id","source_payload_sha256","action","expected_status","new_status","also_hold_price","expected_price_status","new_price_status","canary_category","canary_priority"
"admission_713a8f6b1cc92f7f8c039f6c1fc6b9c906ee62da2c01ea77e6869c13e99a1d74","58e840db837bb46b1dcd0269840946969ae7f7e8382d592349d842659f5bf383","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_dbba2273b64815ae75191ca8599f7e244d0b2b51c54a2fca4e41a403ed53dd18","cf73c33f0f038a45e2b446011a8f465a172e1f273916bf4fb848e1299b365ee4","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_0f31f54effdac87ee808aeabbf0aa0fbac57f5deb830b7dc72e61dd80adc4433","a2726a7373626e832ca8d230e2c12fbfa71e9f1c9877dc7c5e52415d1d67f2b6","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_5deaf3e55acdc6aba540f15c452506b386b8c4bc78ca5fed064ea7ecdf2b1c95","b6bfa761eb35492097a6c5f381a0c9db75e305117728a96c048b6612b66fcefe","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_8abcdff414616e5b0220166e9c70895370f7dadb48068dbf87c79ac48d9a86c6","5460450f2b649f1dfb73174b30ce698827f0a03ed71c98c4ad78b49473c487f7","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_96842fd99f98313e4abe4286fedacde404f1a667ac5fe8c0133562e6455aad9c","a3519414010bf151f5da5dfd7572b793f6bdd8ee7f895deda4b57e18e1f07563","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_5b82ce7d0d444f8cfe84bfd03c9d45c09e24477134458daf085d07e99ae2b28e","8c478f6e1e74ada5daddee2dda05c2eaf36285e6feb442e3b333c9a374896160","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_fa105faa8bc6d95d4cef76bc2ccea92a0b186a7a0e1a74488cb01ff647971d28","d1ac4bdb07d3c8c8350837668aa647025b40d3e23ea3413e4f0fc4d55fcf8cc4","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_3be39f96f3ab9713565bff7f19eded7ca74f266baf018ef53561640f652417f0","6d0b5eaf224c2d2a59524bb8cf9932543289e3bef82bf7e90c3593580b9802c0","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","RAW_BRAND_CONFLICT","2"
"admission_bd0d37934013fae0f93e671566a5a5ecdea188db541553b3293b991a9679728b","fc32531d60f32431e008b5cdca4a0067b5fcd7e0af45918281fd2a56fbb0834f","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","RAW_BRAND_CONFLICT","2"
"admission_58ac63baf80a65b214d9190818037dc1aeb713ab4645d78f76bf5d70d8a8799b","a3b002ef7fe4ab654484d851c446135568fdb5a4f365cca571f9017ceb079774","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_c34198517ff530ff1bfbce390ce473c4722b7d98a9096d1f406d1c00aa0eb914","7f0e2511d3a2118af7b36677c4f73bfb40dc1eef5edcff632c55bc9fbaea08e7","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_0ed53ddf9922857e6431278d53c67dcabbee324389058a57878e8e445b80c96f","1e475a6a1cdd8f3287cb824724e34dfd62c4f0dfe702ae3137a1b350f1c73c5a","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","RAW_BRAND_CONFLICT","2"
"admission_536add05d3f70279673dfdd7f2ebf0292d08216cf2a010165c68dd1deb9a8b90","0e90c5148036896992142f3bc3bd3c970c31a9a1735e7d473143adf6b4e002bc","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","false","","","CATALOG_BRAND_CONFLICT","3"
"admission_84be00f7efd601b29426f775f81ecf8d4faa0ff57184017e8cb405f67109e657","84742c9420481fb5e466035cadab256bcc50d7a969b26b9f98c734893f9392a8","QUARANTINE_IDENTITY_CONFLICT","APPROVED_SINGLE_CANDIDATE","QUARANTINED_IDENTITY_CONFLICT","true","SOURCE_EXPLICIT_USD_MATCH","PRICE_EVIDENCE_INCOMPLETE","DUAL_IDENTITY_PRICE","1"
